album.pick.of.the.day,http://www.albumpickoftheday.com/?feed=atom
clay.shirky,http://www.shirky.com/weblog/feed/atom/
giles.bowkett,http://gilesbowkett.blogspot.com/feeds/posts/default
hipsterrunoff,http://www.hipsterrunoff.com/feed
hyperbole.and.a.half,http://hyperboleandahalf.blogspot.com/feeds/posts/default
rands,http://www.randsinrepose.com/index.xml
stuffwhitepeoplelike,http://stuffwhitepeoplelike.wordpress.com/feed/
